Voie;Numéro;Code;Ville;Cible
LIEU DIT LE ROUGEARIE;1:9999:n;;CRESPINET;0807
LIEU DIT SERAYET;1:9999:n;;CRESPINET;0807
LIEU DIT SUQUET;1:9999:n;;CRESPINET;0807
LIEU DIT LE TRUEL;1:9999:n;;CRESPINET;0807
ROUTE D ALBI;1:9999:n;;CUNAC;1002
RUE DES ALOUETTES;1:9999:n;;CUNAC;1002
PASSAGE DE SOL D ANE;1:9999:n;;CUNAC;0810
PASSAGE D ARTIGUES;1:9999:n;;CUNAC;1002
ROUTE DES AVALATS;1:9999:n;;CUNAC;1002
ALLEE DU BARTHAS;1:9999:n;;CUNAC;1002
RUE DE LA BIRADE;1:9999:n;;CUNAC;1002
RUE DU BOURG;1:9999:n;;CUNAC;1002
PASSAGE DU BOUSCAILLOU;1:9999:n;;CUNAC;0810
CHEMIN DE CABRILLAC;1:9999:n;;CUNAC;1002
COTE DES CHENES;1:9999:n;;CUNAC;0810
RUE DE LA COMMANDERIE;1:9999:n;;CUNAC;1002
PASSAGE DE LA COTE;1:9999:n;;CUNAC;1002
PASSAGE DE COUZY;1:9999:n;;CUNAC;1002
RUE DES ECOLES;1:9999:n;;CUNAC;1002
PLACE DE L EGLISE;1:9999:n;;CUNAC;1002
CHEMIN DE SAINT ELOI;1:9999:n;;CUNAC;1002
CHEMIN DES FARGUES;1:9999:n;;CUNAC;1002
CHEMIN DE FLAUJOU;1:9999:n;;CUNAC;1002
CHEMIN DU GACH;1:9999:n;;CUNAC;1002
CHEMIN DE GRACIE;1:9999:n;;CUNAC;1002
GRAND RUE;1:9999:n;;CUNAC;1002
RUE DES HOSPITALIERS;1:9999:n;;CUNAC;1002
CHEMIN DE JALET;1:9999:n;;CUNAC;1002
ROUTE DE SAINT JUERY;1:9999:n;;CUNAC;0810
PATUS DE LANEL;1:9999:n;;CUNAC;1002
CHEMIN DE LA LAUDIE;1:9999:n;;CUNAC;1002
PASSAGE DE LAVERGNE;1:9999:n;;CUNAC;1002
RUE DES LORIOTS;1:9999:n;;CUNAC;1002
PLACE DU MAIL;1:9999:n;;CUNAC;1002
RUE DE LA MAIRIE;1:9999:n;;CUNAC;1002
PASSAGE DE LA MARQUETTE;1:9999:n;;CUNAC;1001
ROUTE DE MILLAU;3:337:i;;CUNAC;1002
ROUTE DE MILLAU;371:375:i;;CUNAC;1001
ROUTE VIEILLE DE MONTPLAISIR;1:9999:n;;CUNAC;0810
RUE PUECH MOURIE;1:9999:n;;CUNAC;0810
RESIDENCE DU PARC;1:9999:n;;CUNAC;1002
CHEMIN DU PIN;1:9999:n;;CUNAC;1002
RUE DES PIVERTS;1:9999:n;;CUNAC;1002
RUE DE LA PLAINE;1:9999:n;;CUNAC;1002
COTE PLANCHAUDE;1:9999:n;;CUNAC;1002
PATUS DE LA PONTESIE;1:9999:n;;CUNAC;1002
LIEU DIT PECH PONTESIE;1:9999:n;;CUNAC;1002
RUE AL POUSSAC;1:9999:n;;CUNAC;1002
PAS DE LA FONT DEL PUECH;1:9999:n;;CUNAC;1002
CHEMIN DE PUECH REDON;1:9999:n;;CUNAC;1002
PASSAGE PUECH REDON;1:9999:n;;CUNAC;1002
CHEMIN DU RENARD;1:9999:n;;CUNAC;1002
PASSAGE DU RIVATOU;1:9999:n;;CUNAC;1002
CHEMIN DE LA RIVIERE;1:9999:n;;CUNAC;1002
ALLEE DES SITTELLES;1:9999:n;;CUNAC;1002
ROUTE DES TEMPLIERS;1:9999:n;;CUNAC;1002
PATUS DU VIALAR;1:9999:n;;CUNAC;0810
CHEMIN DES VIGNES;1:9999:n;;CUNAC;1002
ROUTE DE VILLEFRANCHE;1:9999:n;;CUNAC;1002
ROUTE D ALBI;1:9999:n;;FREJAIROLLES;1003
ROUTE DE VILLEFRANCHE D ALBI;1:9999:n;;FREJAIROLLES;1009
CHEMIN DE LA BORIE BASSE;1:9999:n;;FREJAIROLLES;1009
CHEMIN DE BERLAN;1:9999:n;;FREJAIROLLES;1003
CHEMIN DU BLANQUET;1:9999:n;;FREJAIROLLES;1009
IMPASSE LA BOURIETTE;1:9999:n;;FREJAIROLLES;1003
CHEMIN DU BOUSQUET;1:9999:n;;FREJAIROLLES;1003
CHEMIN LE BRUGAS;1:9999:n;;FREJAIROLLES;1003
LIEU DIT CANTAUSSEL;1:9999:n;;FREJAIROLLES;1003
CHEMIN DE CASTANDEL;1:9999:n;;FREJAIROLLES;1009
HAMEAU DE CAVAZIES;1:9999:n;;FREJAIROLLES;1003
CHEMIN DE CAVAZIES;1:9999:n;;FREJAIROLLES;1003
IMPASSE DE LA CLEF DES CHAMPS;1:9999:n;;FREJAIROLLES;1009
LOTISSEMENT LA CLEF DES CHAMPS;1:9999:n;;FREJAIROLLES;1009
LIEU DIT CHARRIE;1:9999:n;;FREJAIROLLES;1003
CHEMIN DE CLAIREFONT;1:9999:n;;FREJAIROLLES;1009
CHEMIN DE CLERGEAU;1:9999:n;;FREJAIROLLES;1009
CHEMIN DE LA DAVINIE;1:9999:n;;FREJAIROLLES;1003
ROUTE DE DENAT;1:9999:n;;FREJAIROLLES;1003
ROUTE DE LABASTIDE DENAT;1:9999:n;;FREJAIROLLES;1003
CHEMIN DE LA DOUZILIE;1:9999:n;;FREJAIROLLES;1003
PLACE DE L EGLISE;1:9999:n;;FREJAIROLLES;1003
CHEMIN DE FALCOU;1:9999:n;;FREJAIROLLES;1009
ROUTE DE FAUCH;1:9999:n;;FREJAIROLLES;1003
LA FORET;1:9999:n;;FREJAIROLLES;1009
CHEMIN DE LA FORET;1:9999:n;;FREJAIROLLES;1009
CHEMIN LE FORT;1:9999:n;;FREJAIROLLES;1003
CHEMIN DE FOURCALS;1:9999:n;;FREJAIROLLES;1009
CHEMIN DE FRAYSSINET;1:9999:n;;FREJAIROLLES;1003
LIEU DIT FRAYSSINET;1:9999:n;;FREJAIROLLES;1003
LA GRIMALIE;1:9999:n;;FREJAIROLLES;1009
CHEMIN DE LA GRIMALIE;4:138:p;;FREJAIROLLES;1009
CHEMIN DE LA GRIMALIE;3:111:i;;FREJAIROLLES;1009
CHEMIN DE LA GRIMALIE;145:i;;FREJAIROLLES;1003
LOTISSEMENT DE LA GRIMALIE;1:9999:n;;FREJAIROLLES;1009
IMPASSE LE BOUSQUET HAUT;1:9999:n;;FREJAIROLLES;1003
RUE DU VILLAGE HAUT;1:9999:n;;FREJAIROLLES;1003
CHEMIN DE HUGOU;1:9999:n;;FREJAIROLLES;1009
IMPASSE DU JANOT;1:9999:n;;FREJAIROLLES;1009
IMPASSE LE JAT;1:9999:n;;FREJAIROLLES;1003
LIEU DIT JOUGADOU;1:9999:n;;FREJAIROLLES;1003
LIEU DIT LEOPOLIS;1:9999:n;;FREJAIROLLES;1003
IMPASSE LORIENT;1:9999:n;;FREJAIROLLES;1003
CHEMIN DE MAGNANIS;1:9999:n;;FREJAIROLLES;1003
IMPASSE DE LA MAXE;2:p;;FREJAIROLLES;1003
IMPASSE DE LA MAXE;31:i;;FREJAIROLLES;1003
IMPASSE DE LA MAXE;2:4:p;;FREJAIROLLES;1009
IMPASSE DE LA MAXE;7:23:i;;FREJAIROLLES;1009
LA PRAIRIE DE MAZENS;1:9999:n;;FREJAIROLLES;1003
IMPASSE DE MAZENS;1:9999:n;;FREJAIROLLES;1003
CHEMIN DE MONTFRAIS;1:9999:n;;FREJAIROLLES;1003
IMPASSE D ONDESQUE;1:9999:n;;FREJAIROLLES;1003
RUE DU CLOS D ONDESQUE;1:9999:n;;FREJAIROLLES;1003
LIEU DIT PALAZY;1:9999:n;;FREJAIROLLES;1003
IMPASSE LE PIC;1:9999:n;;FREJAIROLLES;1003
LOTISSEMENT LE PIC;1:9999:n;;FREJAIROLLES;1003
CHEMIN DE PINET;1:9999:n;;FREJAIROLLES;1009
CHEMIN DE POMIE;1:9999:n;;FREJAIROLLES;1009
CHEMIN DE POURROU;1:9999:n;;FREJAIROLLES;1009
HAMEAU DE POUZAQUES;1:9999:n;;FREJAIROLLES;1003
CHEMIN DE POUZAQUES;1:9999:n;;FREJAIROLLES;1003
LES PRADELLES;1:9999:n;;FREJAIROLLES;1003
CHEMIN DE PRONQUIES;1:9999:n;;FREJAIROLLES;1003
ROUTE DE PRONQUIES;1:9999:n;;FREJAIROLLES;1003
IMPASSE LE PUECH;1:9999:n;;FREJAIROLLES;1003
ROUTE DE REALMONT;1:9999:n;;FREJAIROLLES;1003
CHEMIN DE REVEL;1:9999:n;;FREJAIROLLES;1009
LOTISSEMENT COTE ROUGE;1:9999:n;;FREJAIROLLES;1003
IMPASSE DE SALAN;1:9999:n;;FREJAIROLLES;1003
CHEMIN DE SALAN;1:9999:n;;FREJAIROLLES;1003
CHEMIN DE SALVAN;1:9999:n;;FREJAIROLLES;1009
CHEMIN DE SARROMAS;1:9999:n;;FREJAIROLLES;1003
LIEU DIT SARROMAS;1:9999:n;;FREJAIROLLES;1003
RUE DE L OREE DU STADE;1:9999:n;;FREJAIROLLES;1003
LE SUC;1:9999:n;;FREJAIROLLES;1003
ROUTE DE TEILLET;10:p;;FREJAIROLLES;1003
ROUTE DE TEILLET;1:13:i;;FREJAIROLLES;1003
ROUTE DE TEILLET;82:132:p;;FREJAIROLLES;1009
ROUTE DE TEILLET;51:121:i;;FREJAIROLLES;1009
ROUTE DE MOUZIEYS TEULET;1:9999:n;;FREJAIROLLES;1009
ROUTE DE TEULET;1:9999:n;;FREJAIROLLES;1009
ROUTE DE LA TEULIERE;1:9999:n;;FREJAIROLLES;1003
LES TOURTINES;1:9999:n;;FREJAIROLLES;1003
CHEMIN DE LA VERDARIE;1:9999:n;;FREJAIROLLES;1009
IMPASSE LE VERDIER;1:9999:n;;FREJAIROLLES;1003
RUE DES CHENES VERTS;1:9999:n;;FREJAIROLLES;1003
LIEU DIT AEROPORT;1:9999:n;;LE SEQUESTRE;8001
RUE DE BEL AIR;1:9999:n;;LE SEQUESTRE;1006
LIEU DIT ARBONNE;1:9999:n;;LE SEQUESTRE;1005
IMPASSE LUCIE AUBRAC;1:9999:n;;LE SEQUESTRE;1006
LIEU DIT AUZART;1:9999:n;;LE SEQUESTRE;1005
RUE DE LA BAUTE;1:9999:n;;LE SEQUESTRE;8001
RUE RENE BAZIN;1:9999:n;;LE SEQUESTRE;1006
LIEU DIT BELLEVUE;1:9999:n;;LE SEQUESTRE;1007
RUE YVES BENAZECH;1:9999:n;;LE SEQUESTRE;1006
RUE DE LA BIRADE;1:9999:n;;LE SEQUESTRE;1006
HAMEAU DE LA BONDANCIE;1:9999:n;;LE SEQUESTRE;1006
HAMEAU DES BRUS;1:9999:n;;LE SEQUESTRE;1005
RUE DES CAMELIAS;1:9999:n;;LE SEQUESTRE;1006
RUE FRANCIS CARCO;1:9999:n;;LE SEQUESTRE;1006
RUE DE CHAMPFLEURY;1:9999:n;;LE SEQUESTRE;1006
RUE DE LA CHENEVIE;1:9999:n;;LE SEQUESTRE;1006
RUE PAUL CLAUDEL;1:9999:n;;LE SEQUESTRE;1006
LIEU DIT CLAUMONT;1:9999:n;;LE SEQUESTRE;1005
RUE DE COCAGNE;1:9999:n;;LE SEQUESTRE;1006
RUE JEAN COCTEAU;1:9999:n;;LE SEQUESTRE;1006
LE COLOMBIER;1:9999:n;;LE SEQUESTRE;1005
ALLEE DU COMMERCE;1:9999:n;;LE SEQUESTRE;8001
RUE DU CAMP COUNTAL;1:9999:n;;LE SEQUESTRE;1006
IMPASSE DU COUSTAL;1:9999:n;;LE SEQUESTRE;1006
IMPASSE DES CRINS;1:9999:n;;LE SEQUESTRE;1005
AVENUE ALPHONSE DAUDET;1:9999:n;;LE SEQUESTRE;1006
LIEU DIT DURAUD;1:9999:n;;LE SEQUESTRE;1005
IMPASSE SAINT EXUPERY;1:9999:n;;LE SEQUESTRE;1006
AVENUE SAINT EXUPERY;2:p;;LE SEQUESTRE;1005
AVENUE SAINT EXUPERY;1:9:i;;LE SEQUESTRE;1005
AVENUE SAINT EXUPERY;28:64:p;;LE SEQUESTRE;1006
AVENUE SAINT EXUPERY;19:69:i;;LE SEQUESTRE;1006
IMPASSE JULES FERRY;1:9999:n;;LE SEQUESTRE;1006
PLACE JULES FERRY;1:9999:n;;LE SEQUESTRE;1006
LIEU DIT FEUILLADES;1:9999:n;;LE SEQUESTRE;1005
RUE MAHATMA GANDHI;1:9999:n;;LE SEQUESTRE;1006
LA GARDIE;1:9999:n;;LE SEQUESTRE;1006
CHEMIN DE LA GARDIE;1:9999:n;;LE SEQUESTRE;1006
RUE DU CLOS DE LA GARDIE;1:9999:n;;LE SEQUESTRE;1006
RUE BOIS DU GARRIC;1:9999:n;;LE SEQUESTRE;1005
LES GARRIGUES;1:9999:n;;LE SEQUESTRE;1005
IMPASSE MAURICE GENEVOIX;1:9999:n;;LE SEQUESTRE;1006
RUE MAURICE GENEVOIX;1:9999:n;;LE SEQUESTRE;1006
AVENUE JEAN GIONO;1:9999:n;;LE SEQUESTRE;1006
IMPASSE DE GOUDERLE;1:9999:n;;LE SEQUESTRE;1006
RUE OLYMPE DE GOUGES;1:9999:n;;LE SEQUESTRE;1006
ROUTE DE GRAULHET;5:17:i;;LE SEQUESTRE;1005
ROUTE DE GRAULHET;25:37:i;;LE SEQUESTRE;1006
ROUTE DE GRAULHET;41:i;;LE SEQUESTRE;1007
LE GRAVIER;1:9999:n;;LE SEQUESTRE;1005
IMPASSE DES GREZES;1:9999:n;;LE SEQUESTRE;1006
RUE DES HORTENSIAS;1:9999:n;;LE SEQUESTRE;1006
IMPASSE MARTIN LUTHER KING;1:9999:n;;LE SEQUESTRE;1006
RUE DE LA LANDE;1:9999:n;;LE SEQUESTRE;1006
RUE DU CLOS DES LAURIERS;1:9999:n;;LE SEQUESTRE;1006
RUE DES LILAS;1:9999:n;;LE SEQUESTRE;1006
RUE DE CAP LONG;1:9999:n;;LE SEQUESTRE;1006
ESPACE LUXEMBOURG;1:9999:n;;LE SEQUESTRE;8001
RUE ANDRE MALRAUX;1:9999:n;;LE SEQUESTRE;1006
ESPACE SAN MARIN;1:9999:n;;LE SEQUESTRE;8001
AVENUE DES MARRANES;1:9999:n;;LE SEQUESTRE;8001
RUE DE MELAUDY;1:9999:n;;LE SEQUESTRE;8001
RUE LOUISE MICHEL;1:9999:n;;LE SEQUESTRE;1006
RUE MICHELET;1:9999:n;;LE SEQUESTRE;1006
IMPASSE DES MIMOSAS;1:9999:n;;LE SEQUESTRE;1006
ESPACE MONACO;1:9999:n;;LE SEQUESTRE;8001
PLACETTE JEAN MONNET;1:9999:n;;LE SEQUESTRE;1006
AVENUE MARCEL PAGNOL;1:9999:n;;LE SEQUESTRE;1006
RUE DU PASTEL;1:9999:n;;LE SEQUESTRE;1006
IMPASSE DE PENDARIES;1:9999:n;;LE SEQUESTRE;1006
RUE DE PENDARIES;1:9999:n;;LE SEQUESTRE;1006
IMPASSE DES POUNTILS;1:9999:n;;LE SEQUESTRE;1005
CHEMIN DES POUNTILS;1:9999:n;;LE SEQUESTRE;1005
LES PRESTILS;1:9999:n;;LE SEQUESTRE;1005
CHEMIN DU PUECH;1:9999:n;;LE SEQUESTRE;1007
LES RAOUNIES;1:9999:n;;LE SEQUESTRE;1005
LIEU DIT SAVENE;1:9999:n;;LE SEQUESTRE;1006
RUE DU SEOUX;1:9999:n;;LE SEQUESTRE;1005
IMPASSE DES TAILLADES;1:9999:n;;LE SEQUESTRE;1005
CHEMIN DES TAILLADES;1:9999:n;;LE SEQUESTRE;1005
LIEU DIT TAILLEFERRIER;1:9999:n;;LE SEQUESTRE;1007
LIEU DIT TANUS;1:9999:n;;LE SEQUESTRE;1005
LES TERRASSES;1:9999:n;;LE SEQUESTRE;1005
ROUTE DE TOULOUSE;1:9999:n;;LE SEQUESTRE;1005
ROUTE DE TOULOUSE;2285:i;;LE SEQUESTRE;8001
LA VAISSIERE;1:9999:n;;LE SEQUESTRE;1005
ALLEE DE LA VIGNE;1:9999:n;;LE SEQUESTRE;1006
RUE DES ACACIAS;1:9999:n;;LESCURE D ALBIGEOIS;0806
LIEU DIT BEL AIR;1:9999:n;;LESCURE D ALBIGEOIS;0803
CHEMIN DES AJONCS;1:9999:n;;LESCURE D ALBIGEOIS;0813
CHEMIN DE L ALBAREDE;1:9999:n;;LESCURE D ALBIGEOIS;0806
ROUTE D ALBI;1:9999:n;;LESCURE D ALBIGEOIS;0804
ROUTE D ALBI;999:i;;LESCURE D ALBIGEOIS;0105
IMPASSE DES ALOUETTES;1:9999:n;;LESCURE D ALBIGEOIS;0813
RUE DE L ARCA;1:9999:n;;LESCURE D ALBIGEOIS;0806
IMPASSE DES ARIZONICAS;1:9999:n;;LESCURE D ALBIGEOIS;0813
CHEMIN DES ARIZONICAS;1:3:i;;LESCURE D ALBIGEOIS;0804
CHEMIN DES ARIZONICAS;4:16:p;;LESCURE D ALBIGEOIS;0813
CHEMIN DES ARIZONICAS;19:25:i;;LESCURE D ALBIGEOIS;0813
L ARQUIPEYRE;1:9999:n;;LESCURE D ALBIGEOIS;0813
IMPASSE DE L ARQUIPEYRE;1:9999:n;;LESCURE D ALBIGEOIS;0804
ROUTE D ARTHES;1:9999:n;;LESCURE D ALBIGEOIS;0803
IMPASSE LE JARDIN DES AULNES;1:9999:n;;LESCURE D ALBIGEOIS;0804
CHEMIN DES AULNES;1:9999:n;;LESCURE D ALBIGEOIS;0804
CHEMIN DE L AUTAN;1:9999:n;;LESCURE D ALBIGEOIS;0805
RIEU BARRES;1:9999:n;;LESCURE D ALBIGEOIS;0803
RUE BARRIBAS;1:9999:n;;LESCURE D ALBIGEOIS;0806
IMPASSE DE LA BARRICADE;1:9999:n;;LESCURE D ALBIGEOIS;0806
CHEMIN DE LA BARRICADE;1:9999:n;;LESCURE D ALBIGEOIS;0813
CHEMIN DE LA BARRICADE;2:766:p;;LESCURE D ALBIGEOIS;0806
CHEMIN DE LA BARRICADE;1:69:i;;LESCURE D ALBIGEOIS;0806
CLOS DE LA BARRIERE;1:9999:n;;LESCURE D ALBIGEOIS;0804
LIEU DIT LA BARRIERE;1:9999:n;;LESCURE D ALBIGEOIS;0804
ROUTE DE LA BARRIERE;11:13:i;;LESCURE D ALBIGEOIS;0806
ROUTE DE LA BARRIERE;14:78:p;;LESCURE D ALBIGEOIS;0804
ROUTE DE LA BARRIERE;15:77:i;;LESCURE D ALBIGEOIS;0804
IMPASSE DE LA BARRIERE;1:9999:n;;LESCURE D ALBIGEOIS;0804
RUE BARRINOL;1:9999:n;;LESCURE D ALBIGEOIS;0806
CHEMIN DE BELLERIVE;1:9999:n;;LESCURE D ALBIGEOIS;0803
CHEMIN DE LA GRANGE BEZELLE;1:9999:n;;LESCURE D ALBIGEOIS;0803
CHEMIN DU BLANQUET;1:9999:n;;LESCURE D ALBIGEOIS;0803
IMPASSE DES BLEUETS;1:9999:n;;LESCURE D ALBIGEOIS;0806
CHEMIN DE LA COTE BOISEE;1:9999:n;;LESCURE D ALBIGEOIS;0804
CHEMIN DE LA BONBONIE;1:9999:n;;LESCURE D ALBIGEOIS;0806
RUE BOURVIL;1:9999:n;;LESCURE D ALBIGEOIS;0804
IMPASSE DE BOUYSSIE;1:9999:n;;LESCURE D ALBIGEOIS;0804
CHEMIN DE BOUYSSIE;1:9999:n;;LESCURE D ALBIGEOIS;0804
RUE JACQUES BREL;1:9999:n;;LESCURE D ALBIGEOIS;0804
RUE DES BRUYERES;1:9999:n;;LESCURE D ALBIGEOIS;0804
PLACE CELESTIN CALVIERE;1:9999:n;;LESCURE D ALBIGEOIS;0806
CHEMIN DES CAMBOUS;1:9999:n;;LESCURE D ALBIGEOIS;0806
IMPASSE DES CANALS;1:9999:n;;LESCURE D ALBIGEOIS;0813
CHEMIN DE CANTELOUVE;1:9999:n;;LESCURE D ALBIGEOIS;0803
CHEMIN DE CANTEPERLIC;1:9999:n;;LESCURE D ALBIGEOIS;0805
ROUTE DE CARMAUX;1:9999:n;;LESCURE D ALBIGEOIS;0804
CHEMIN DU CAUSSE;1:9999:n;;LESCURE D ALBIGEOIS;0803
CHEMIN DES CEDRES;1:9999:n;;LESCURE D ALBIGEOIS;0803
CHEMIN DES CERISIERS;1:9999:n;;LESCURE D ALBIGEOIS;0806
CHEMIN DES CHENES;1:9999:n;;LESCURE D ALBIGEOIS;0803
RUE DES COQUELICOTS;1:9999:n;;LESCURE D ALBIGEOIS;0806
CHEMIN DES COTEAUX;1:9999:n;;LESCURE D ALBIGEOIS;0804
CHEMIN DES COUGOURLES;1:9999:n;;LESCURE D ALBIGEOIS;0803
RUE DE COULES;1:9999:n;;LESCURE D ALBIGEOIS;0806
CHEMIN DES COURDURARIES;1:9999:n;;LESCURE D ALBIGEOIS;0806
CHEMIN DES CRETES;1:9999:n;;LESCURE D ALBIGEOIS;0803
IMPASSE DE DARDIE;1:9999:n;;LESCURE D ALBIGEOIS;0806
CHEMIN DE DARDIE;1:9999:n;;LESCURE D ALBIGEOIS;0806
VIEILLE COTE DE LA DRECHE;1:9999:n;;LESCURE D ALBIGEOIS;0805
COTE DE LA DRECHE;1:9999:n;;LESCURE D ALBIGEOIS;0805
LIEU DIT LA DRECHE;1:9999:n;;LESCURE D ALBIGEOIS;0805
ROUTE DE LA DRECHE;1:9999:n;;LESCURE D ALBIGEOIS;0813
ROUTE DE LA DRECHE;4:8:p;;LESCURE D ALBIGEOIS;0105
ROUTE DE LA DRECHE;134:142:p;;LESCURE D ALBIGEOIS;0805
RUE DE L EGLISE;1:9999:n;;LESCURE D ALBIGEOIS;0806
RUE DES ERABLES;1:9999:n;;LESCURE D ALBIGEOIS;0806
IMPASSE DES FAUVETTES;1:9999:n;;LESCURE D ALBIGEOIS;0813
RUE FERNANDEL;1:9999:n;;LESCURE D ALBIGEOIS;0804
CHEMIN DES FERRATIES;1:9999:n;;LESCURE D ALBIGEOIS;0803
RUE LEO FERRE;1:9999:n;;LESCURE D ALBIGEOIS;0804
IMPASSE DE FLAUJAC;1:9999:n;;LESCURE D ALBIGEOIS;0806
CHEMIN DE FLAUJAC;1:9999:n;;LESCURE D ALBIGEOIS;0806
ALLEE DES FLEURS;1:9999:n;;LESCURE D ALBIGEOIS;0804
RUE DU VIEUX FOUR;1:9999:n;;LESCURE D ALBIGEOIS;0806
IMPASSE LOUIS DE FUNES;1:9999:n;;LESCURE D ALBIGEOIS;0804
IMPASSE DE GAILLAGUES;1:9999:n;;LESCURE D ALBIGEOIS;0804
CHEMIN DE GAILLAGUES;1:9999:n;;LESCURE D ALBIGEOIS;0805
ROND POINT DE GAILLAGUES;1:9999:n;;LESCURE D ALBIGEOIS;0813
RUE DE LA GASQUIE;1:9999:n;;LESCURE D ALBIGEOIS;0806
CHEMIN DE GAYRELLE;1:9999:n;;LESCURE D ALBIGEOIS;0803
RUE DES GENETS;1:9999:n;;LESCURE D ALBIGEOIS;0805
LIEU DIT LE GENEVRIER;1:9999:n;;LESCURE D ALBIGEOIS;0805
IMPASSE DE GIRY;1:9999:n;;LESCURE D ALBIGEOIS;0813
CHEMIN DE GIRY;1:9999:n;;LESCURE D ALBIGEOIS;0813
CHEMIN DES GOURGUES;1:9999:n;;LESCURE D ALBIGEOIS;0813
CHEMIN DE BOIS GRAND;1:9999:n;;LESCURE D ALBIGEOIS;0803
GRAND RUE;1:9999:n;;LESCURE D ALBIGEOIS;0806
LA GRANGE;1:9999:n;;LESCURE D ALBIGEOIS;0803
CHEMIN DE GRATAUREILLE;1:9999:n;;LESCURE D ALBIGEOIS;0813
CHEMIN DES GREZES;1:9999:n;;LESCURE D ALBIGEOIS;0813
RUE LEON GRIMAL;1:9999:n;;LESCURE D ALBIGEOIS;0806
CHEMIN DE GIRY HAUT;1:9999:n;;LESCURE D ALBIGEOIS;0803
CHEMIN DU SERAYOL HAUT;1:9999:n;;LESCURE D ALBIGEOIS;0806
LIEU DIT LE BOUSQUET HAUT;1:9999:n;;LESCURE D ALBIGEOIS;0803
LIEU DIT LE SERAYOL HAUT;1:9999:n;;LESCURE D ALBIGEOIS;0813
AVENUE DE L HERMET;2:110:p;;LESCURE D ALBIGEOIS;0806
AVENUE DE L HERMET;1:105:i;;LESCURE D ALBIGEOIS;0806
AVENUE DE L HERMET;112:124:p;;LESCURE D ALBIGEOIS;0813
AVENUE DE L HERMET;109:117:i;;LESCURE D ALBIGEOIS;0813
LIEU DIT L HERMET;1:9999:n;;LESCURE D ALBIGEOIS;0804
CHEMIN DES HOMPS;1:9999:n;;LESCURE D ALBIGEOIS;0806
PLACE DE L HOPITAL;1:9999:n;;LESCURE D ALBIGEOIS;0806
PLACE DE L HORLOGE;1:9999:n;;LESCURE D ALBIGEOIS;0806
RUE DES JARDINIERS;1:9999:n;;LESCURE D ALBIGEOIS;0813
RUE DES JARDINS;1:9999:n;;LESCURE D ALBIGEOIS;0806
AVENUE JEAN JAURES;2:74:p;;LESCURE D ALBIGEOIS;0806
AVENUE JEAN JAURES;1:67:i;;LESCURE D ALBIGEOIS;0806
AVENUE JEAN JAURES;82:116:p;;LESCURE D ALBIGEOIS;0810
AVENUE JEAN JAURES;85:117:i;;LESCURE D ALBIGEOIS;0810
RUE DE LABAR;1:9999:n;;LESCURE D ALBIGEOIS;0806
LIEU DIT LAFON;1:9999:n;;LESCURE D ALBIGEOIS;0805
CHEMIN DES LANDES;1:9999:n;;LESCURE D ALBIGEOIS;0813
CHEMIN DE LAVERGNE;1:9999:n;;LESCURE D ALBIGEOIS;0804
RUE DES LOISIRS;1:9999:n;;LESCURE D ALBIGEOIS;0806
RUE METAIRIE DE MADAME;1:9999:n;;LESCURE D ALBIGEOIS;0806
IMPASSE JACQUELINE MAILLAN;1:9999:n;;LESCURE D ALBIGEOIS;0804
ALLEE DES MERISIERS;1:9999:n;;LESCURE D ALBIGEOIS;0804
CITE SAINT MICHEL;1:9999:n;;LESCURE D ALBIGEOIS;0806
ROUTE DE SAINT MICHEL;1:9999:n;;LESCURE D ALBIGEOIS;0806
RUE DU MUR;1:9999:n;;LESCURE D ALBIGEOIS;0806
RUE DES MURIERS;1:9999:n;;LESCURE D ALBIGEOIS;0806
CHEMIN DE NAJAC;1:9999:n;;LESCURE D ALBIGEOIS;0804
ROUTE NATIONALE 88;1:9999:n;;LESCURE D ALBIGEOIS;0804
LIEU DIT PUECH NEGRE;1:9999:n;;LESCURE D ALBIGEOIS;0803
CHEMIN DES NOISETIERS;1:9999:n;;LESCURE D ALBIGEOIS;0804
ALLEE CLAUDE NOUGARO;1:9999:n;;LESCURE D ALBIGEOIS;0804
RUE DES NOYERS;1:9999:n;;LESCURE D ALBIGEOIS;0806
RUE DES BOUTONS D OR;1:9999:n;;LESCURE D ALBIGEOIS;0813
IMPASSE DE L OUSTALNAU;1:9999:n;;LESCURE D ALBIGEOIS;0810
CHEMIN DU PELENCAS;1:9999:n;;LESCURE D ALBIGEOIS;0813
CHEMIN DES PEUPLIERS;1:9999:n;;LESCURE D ALBIGEOIS;0804
CHEMIN DU PEYRAT;1:9999:n;;LESCURE D ALBIGEOIS;0806
RUE EDITH PIAF;1:9999:n;;LESCURE D ALBIGEOIS;0804
RUE SAINT PIERRE;1:9999:n;;LESCURE D ALBIGEOIS;0806
CHEMIN DES PIGNES;1:9999:n;;LESCURE D ALBIGEOIS;0805
CHEMIN DE PISTOULET;1:9999:n;;LESCURE D ALBIGEOIS;0803
ALLEE DES PLATANES;1:9999:n;;LESCURE D ALBIGEOIS;0804
LE PLO;1:9999:n;;LESCURE D ALBIGEOIS;0803
IMPASSE DU PORT;1:9999:n;;LESCURE D ALBIGEOIS;0806
CHEMIN DU PORT;1:9999:n;;LESCURE D ALBIGEOIS;0806
RUE DES PRATS;1:9999:n;;LESCURE D ALBIGEOIS;0813
CHEMIN DES PRES;1:9999:n;;LESCURE D ALBIGEOIS;0813
