Voie;Numéro;Code;Ville;Cible
IMPASSE TOULOUSE LAUTREC;1:9999:n;81160;SAINT JUERY;0308
RUE TOULOUSE LAUTREC;1:9999:n;81160;SAINT JUERY;0308
CHEMIN DE LENDREVIE;1:9999:n;81160;SAINT JUERY;0301
RUE DES LILAS;1:9999:n;81160;SAINT JUERY;0302
RUE ROSA LUXEMBURG;1:9999:n;81160;SAINT JUERY;0308
RUE DU 8 MAI 1945;1:9999:n;81160;SAINT JUERY;0307
PLACE DE LA MAIRIE;1:9999:n;81160;SAINT JUERY;0310
RUE AUGUSTIN MALROUX;1:9999:n;81160;SAINT JUERY;0307
RUE DES MARGUERITES;1:9999:n;81160;SAINT JUERY;0302
RUE DU 19 MARS 1962;1:9999:n;81160;SAINT JUERY;0307
CHEMIN DU MAS;1:9999:n;81160;SAINT JUERY;0810
LIEU DIT MASSE;1:9999:n;81160;SAINT JUERY;0810
RUE ARTHUR MASSOL;1:9999:n;81160;SAINT JUERY;0301
RUE HENRI MASSOL;1:9999:n;81160;SAINT JUERY;0307
RUE JEAN MERMOZ;1:9999:n;81160;SAINT JUERY;8002
RUE DES MESANGES;1:9999:n;81160;SAINT JUERY;0810
RUE DES MIMOSAS;1:9999:n;81160;SAINT JUERY;0302
RUE FREDERIC MISTRAL;1:9999:n;81160;SAINT JUERY;0308
PARC FRANCOIS MITTERRAND;1:9999:n;81160;SAINT JUERY;0310
AVENUE DE MONTPLAISIR;1:9999:n;81160;SAINT JUERY;0301
ROUTE VIEILLE DE MONTPLAISIR;1:9999:n;81160;SAINT JUERY;0810
RUE EMMANUEL MORA;1:9999:n;81160;SAINT JUERY;0307
LE PUECH MOUSTOU;1:9999:n;81160;SAINT JUERY;0810
CHEMIN DE LA MOUYSSETIE;1:9999:n;81160;SAINT JUERY;0307
RUE DE LA MOUYSSETIE;1:9999:n;81160;SAINT JUERY;0307
ALLEE DE LA NOUGAREDE;1:9999:n;81160;SAINT JUERY;0810
RUE DU 11 NOVEMBRE 1918;1:9999:n;81160;SAINT JUERY;0307
RUE DES OEILLETS;1:9999:n;81160;SAINT JUERY;0302
AVENUE ALPHONSE PACIFIQUE;1:9999:n;81160;SAINT JUERY;0309
RUE MARCEL PAGNOL;1:9999:n;81160;SAINT JUERY;0308
LA PALATIE;1:9999:n;81160;SAINT JUERY;0810
RUE DENIS PAPIN;1:9999:n;81160;SAINT JUERY;8002
RUE DES PENSEES;1:9999:n;81160;SAINT JUERY;0302
RUE DES PERVENCHES;1:9999:n;81160;SAINT JUERY;0302
CHEMIN DES PEYROUNES;1:9999:n;81160;SAINT JUERY;0307
IMPASSE PABLO PICASSO;1:9999:n;81160;SAINT JUERY;0308
RUE PABLO PICASSO;1:9999:n;81160;SAINT JUERY;0308
RUE DES PINSONS;1:9999:n;81160;SAINT JUERY;0810
RUE DES PIVOINES;1:9999:n;81160;SAINT JUERY;0302
CHEMIN DE LA PLAGE;1:9999:n;81160;SAINT JUERY;0810
IMPASSE DE LA PLANQUE;1:9999:n;81160;SAINT JUERY;0307
CHEMIN DU PORT;1:9999:n;81160;SAINT JUERY;0810
RUE DE LA FONTAINE DES PRADELS;1:9999:n;81160;SAINT JUERY;0810
CHEMIN DE PUECH DE PRADES;1:9999:n;81160;SAINT JUERY;0301
RUE DE PRATVIEL;1:9999:n;81160;SAINT JUERY;0301
RUE JACQUES PREVERT;1:9999:n;81160;SAINT JUERY;0308
RUE DES PRIMEVERES;1:9999:n;81160;SAINT JUERY;0301
RUE DE QUARIN;1:9999:n;81160;SAINT JUERY;0302
RUE DES QUINTANIERES;1:9999:n;81160;SAINT JUERY;0308
RUE HENRI RAMADE;1:9999:n;81160;SAINT JUERY;0302
RUE MAURICE RAVEL;1:9999:n;81160;SAINT JUERY;0307
RUE AUGUSTE RENOIR;1:9999:n;81160;SAINT JUERY;0308
RUE DE LA REPUBLIQUE;1:9999:n;81160;SAINT JUERY;0310
LA RIVAYROLLE;1:9999:n;81160;SAINT JUERY;0301
IMPASSE DE LA RIVAYROLLE;1:9999:n;81160;SAINT JUERY;0301
RUE DES ROSIERS;1:9999:n;81160;SAINT JUERY;0302
CHEMIN DE PUECH ROUGE;1:9999:n;81160;SAINT JUERY;0810
CHEMIN DE ROUSSET;1:9999:n;81160;SAINT JUERY;0810
RUE EMILE ROUX;1:9999:n;81160;SAINT JUERY;0307
RUE SABANEL;5:15:i;81160;SAINT JUERY;0310
RUE SABANEL;19:21:i;81160;SAINT JUERY;0307
RUE DU SAUT DU SABO;1:9091:i;81160;SAINT JUERY;0309
RUE DU SAUT DU SABO;2:p;81160;SAINT JUERY;0810
RUE DE LA SALABERDE;1:9999:n;81160;SAINT JUERY;0307
IMPASSE ROGER SALENGRO;1:9999:n;81160;SAINT JUERY;0301
RUE ROGER SALENGRO;4:54:p;81160;SAINT JUERY;0301
RUE ROGER SALENGRO;1:15:i;81160;SAINT JUERY;0301
RUE ROGER SALENGRO;56:96:p;81160;SAINT JUERY;0302
RUE ROGER SALENGRO;17:51:i;81160;SAINT JUERY;0302
RUE ROGER SALVETAT;1:9999:n;81160;SAINT JUERY;0301
AVENUE GEORGE SAND;1:9999:n;81160;SAINT JUERY;0308
RUE JEAN PAUL SARTRE;1:9999:n;81160;SAINT JUERY;0302
RUE JEAN PAUL SARTRE;2:4:p;81160;SAINT JUERY;0308
RUE JEAN PAUL SARTRE;1:3:i;81160;SAINT JUERY;0308
LA FERME DE SAVIN;1:9999:n;81160;SAINT JUERY;0307
IMPASSE DES SISSES;1:9999:n;81160;SAINT JUERY;0301
CHEMIN DES SISSES;1:9999:n;81160;SAINT JUERY;0301
RUE TALABOT;1:9999:n;81160;SAINT JUERY;0309
RUE BERNARD TELLIER;1:9999:n;81160;SAINT JUERY;0307
IMPASSE GERMAIN TEQUI;1:9999:n;81160;SAINT JUERY;0310
AVENUE GERMAIN TEQUI;2:48:p;81160;SAINT JUERY;0310
AVENUE GERMAIN TEQUI;1:37:i;81160;SAINT JUERY;0310
AVENUE GERMAIN TEQUI;41:75:i;81160;SAINT JUERY;0301
PASSAGE GERMAIN TEQUI;1:9999:n;81160;SAINT JUERY;0310
RUE ALBERT THOMAS;1:9999:n;81160;SAINT JUERY;0307
RUE DES TILLEULS;1:9999:n;81160;SAINT JUERY;0301
ALLEE DE LA TRENCADE;1:9999:n;81160;SAINT JUERY;0310
LIEU DIT LE TRIOL;1:9999:n;81160;SAINT JUERY;0810
RUE ELSA TRIOLET;1:9999:n;81160;SAINT JUERY;0308
RUE DES TULIPES;1:9999:n;81160;SAINT JUERY;0302
CHEMIN DE L USINE;1:9999:n;81160;SAINT JUERY;0810
ROUTE DE LA VALLEE;1:9999:n;81160;SAINT JUERY;0810
RUE LEOPOLD VAREIL;1:9999:n;81160;SAINT JUERY;0301
RUE ALBERT VERGNES;1:9999:n;81160;SAINT JUERY;0307
CHEMIN DU PUECH DES VIGNES;1:9999:n;81160;SAINT JUERY;0301
AVENUE DE VILLEFRANCHE;1:9999:n;81160;SAINT JUERY;0810
ROUTE DE VILLEFRANCHE;1:9999:n;81160;SAINT JUERY;0810
RUE DES VIOLETTES;1:9999:n;81160;SAINT JUERY;0302
